Variable,Unit,Definition
OM Cost|Fixed|Electricity|Oil|w/o CCS|2,US$2010/kW/yr OR local currency/kW/yr,Annual fixed operation & maintainance cost of a newoil plants
OM Cost|Fixed|Electricity|Oil|w/o CCS|3,US$2010/kW/yr OR local currency/kW/yr,Annual fixed operation & maintainance cost of a newoil plants
OM Cost|Fixed|Electricity|Solar|CSP|1,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new concentrated solar power plant. If more than one CSP technology is modelled (e.g., parabolic trough, solar power tower), modellers should report Annual fixed operation & maintainance costs for each represented CSP technology by adding variables Annual fixed operation & maintainance cost|Electricity|Solar|CSP|2, ... Capital|Cost|Electricity|Solar|CSP|N (with N = number of represented CSP technologies). It is modeller's choice which CSP technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Solar|CSP|2,US$2010/kW/yr OR local currency/kW/yr,
OM Cost|Fixed|Electricity|Solar|PV|Commercial,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new solar PV units. If more than one PV technology is modelled (e.g., centralized PV plant, distributed (rooftop) PV, crystalline SI PV, thin-film PV), modellers should report Annual fixed operation & maintainance costs for each represented PV technology by adding variables Annual fixed operation & maintainance cost|Electricity|Solar|PV|2, ... Capital|Cost|Electricity|Solar|PV|N (with N = number of represented PV technologies). It is modeller's choice which PV technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Solar|PV|Residential,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new solar PV units. If more than one PV technology is modelled (e.g., centralized PV plant, distributed (rooftop) PV, crystalline SI PV, thin-film PV), modellers should report Annual fixed operation & maintainance costs for each represented PV technology by adding variables Annual fixed operation & maintainance cost|Electricity|Solar|PV|2, ... Capital|Cost|Electricity|Solar|PV|N (with N = number of represented PV technologies). It is modeller's choice which PV technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Storage,US$2010/kW/yr OR local currency/kW/yr,
OM Cost|Fixed|Electricity|Wind|Offshore,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new offshore wind power plants. This variable should only be filled, if wind power is separated into onshore and offshore. If more than one offshore wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report Annual fixed operation & maintainance costs for each represented wind power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Wind|Offshore|2, ... Capital|Cost|Electricity|Wind|Offshore|N (with N = number of represented offshore wind power technologies). It is modeller's choice which offshore wind power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Wind|Onshore,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new onshore wind power plants. This variable should only be filled, if wind power is separated into onshore and offshore. If more than one onshore wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report Annual fixed operation & maintainance costs for each represented wind power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Wind|Onshore|2, ... Capital|Cost|Electricity|Wind|Onshore|N (with N = number of represented onshore wind power technologies). It is modeller's choice which onshore wind power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Gases|Biomass|w/ CCS,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new biomass to gas plant with CCS. If more than one CCS biomass to gas technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented CCS biomass to  gas technology by adding variables Annual fixed operation & maintainance cost|Gases|Biomass|w/ CCS|2, ... Annual fixed operation & maintainance cost|Gases|Biomass|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS biomass to gas technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Gases|Biomass|w/o CCS,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new biomass to gas plant w/o CCS. If more than one biomass to gas technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented biomass to gas technology by adding variables Annual fixed operation & maintainance cost|Gases|Biomass|w/o CCS|2, ... Annual fixed operation & maintainance cost|Gases|Biomass|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which biomass to gas technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Gases|Coal|w/ CCS,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new coal to gas plant with CCS. If more than one CCS coal to gas technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented CCS coal to  gas technology by adding variables Annual fixed operation & maintainance cost|Gases|Coal|w/ CCS|2, ... Annual fixed operation & maintainance cost|Gases|Coal|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS coal to gas technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Gases|Coal|w/o CCS,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new coal to gas plant w/o CCS. If more than one coal to gas technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented coal to gas technology by adding variables Annual fixed operation & maintainance cost|Gases|Coal|w/o CCS|2, ... Annual fixed operation & maintainance cost|Gases|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which coal to gas technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Hydrogen|Biomass|w/ CCS,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new biomass to hydrogen plant with CCS. If more than one CCS biomass to hydrogen technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented CCS biomass to hydrogen technology by adding variables Annual fixed operation & maintainance cost|Hydrogen|Biomass|w/ CCS|2, ... Annual fixed operation & maintainance cost|Hydrogen|Biomass|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS biomass to hydrogen technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Hydrogen|Biomass|w/o CCS,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new biomass to hydrogen plant w/o CCS. If more than one biomass to hydrogen technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented biomass to hydrogen technology by adding variables Annual fixed operation & maintainance cost|Hydrogen|Biomass|w/o CCS|2, ... Annual fixed operation & maintainance cost|Hydrogen|Biomass|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which biomass to hydrogen technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Hydrogen|Coal|w/ CCS,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new coal to hydrogen plant with CCS. If more than one CCS coal to hydrogen technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented CCS coal to hydrogen technology by adding variables Annual fixed operation & maintainance cost|Hydrogen|Coal|w/ CCS|2, ... Annual fixed operation & maintainance cost|Hydrogen|Coal|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS coal to hydrogen technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
